Stock,Q1 2017 date,Q1 2017 Est,Q1 2017 Act,Q2 2017 date,Q2 2017 Est,Q2 2017 Act,Q3 2017 date,Q3 2017 Est,Q3 2017 Act,Q4 2017 date,Q4 2017 Est,Q4 2017 Act,Q1 2018 date,Q1 2018 Est,Q1 2018 Act,Q2 2018 date,Q2 2018 Est,Q2 2018 Act,Q3 2018 date,Q3 2018 Est,Q3 2018 Act,Q4 2018 date,Q4 2018 Est,Q4 2018 Act
CB,2017-01-31 00:00:00,2.42,2.72,2017-04-25 20:00:00,2.41,2.48,2017-07-25 20:00:00,2.47,2.5,2017-10-26 20:00:00,-0.24,-0.13,2018-01-30 21:00:00,2.29,2.28,2018-04-24 00:00:00,2.26,2.34,2018-07-24 00:00:00,2.62,2.68,2018-10-23 00:00:00,2.36,2.41
CBOE,2017-02-06 21:00:00,0.6,0.63,2017-05-09 12:30:00,0.69,0.78,2017-08-04 12:30:00,0.86,0.87,2017-11-07 13:30:00,0.88,0.89,2018-02-09 13:30:00,0.88,0.87,2018-05-04 00:00:00,1.28,1.38,2018-08-03 00:00:00,1.03,1.05,2018-11-02 00:00:00,1.02,1.06
CBRE,2017-02-10 00:00:00,0.8,0.93,2017-04-27 00:00:00,0.33,0.43,2017-07-27 00:00:00,0.53,0.65,2017-11-03 00:00:00,0.54,0.64,2018-02-08 06:59:00,0.93,0.99,2018-05-02 00:00:00,0.49,0.54,2018-08-02 00:00:00,0.71,0.74,2018-11-01 00:00:00,0.75,0.79
CCI,2017-01-25 00:00:00,0.27,0.35,2017-04-24 20:00:00,0.28,0.33,2017-07-19 05:00:00,0.28,0.31,2017-10-18 20:00:00,0.24,0.21,2018-01-24 21:00:00,0.24,0.17,2018-04-18 00:00:00,0.26,0.21,2018-07-18 00:00:00,0.31,0.36,2018-10-17 00:00:00,0.27,0.33
CCL,2017-03-28 12:30:00,0.35,0.38,2017-06-22 12:30:00,0.47,0.52,2017-09-26 12:30:00,2.2,2.29,2017-12-19 13:30:00,0.51,0.63,2018-03-22 00:00:00,0.43,0.52,2018-06-25 00:00:00,0.6,0.68,2018-09-27 00:00:00,2.32,2.36,2018-12-20 00:00:00,0.7,0.7
CDNS,2017-02-01 21:00:00,0.33,0.34,2017-04-24 20:00:00,0.32,0.32,2017-07-24 20:00:00,0.32,0.34,2017-10-26 20:00:00,0.34,0.35,2018-01-31 21:00:00,0.39,0.39,2018-04-23 00:00:00,0.37,0.4,2018-07-23 00:00:00,0.4,0.45,2018-10-22 00:00:00,0.41,0.49
CE,2017-02-01 13:30:00,1.52,1.52,2017-04-17 20:00:00,1.72,1.81,2017-07-24 20:00:00,1.76,1.79,2017-10-16 00:00:00,1.91,1.93,2018-01-25 21:00:00,1.88,1.98,2018-04-16 00:00:00,2.32,2.79,2018-07-19 00:00:00,2.47,2.9,2018-10-18 00:00:00,2.74,2.96
CERN,2017-02-09 21:00:00,0.61,0.61,2017-04-27 20:00:00,0.57,0.59,2017-07-27 20:00:00,0.61,0.61,2017-10-26 20:00:00,0.62,0.61,2018-02-06 21:00:00,0.61,0.58,2018-05-02 00:00:00,0.58,0.58,2018-08-02 00:00:00,0.6,0.62,2018-10-25 00:00:00,0.63,0.63
CF,2017-02-15 00:00:00,-0.05,-0.39,2017-05-03 20:00:00,0.02,0.05,2017-08-02 20:00:00,-0.04,0.1,2017-11-01 00:00:00,-0.54,-0.39,2018-02-14 21:00:00,-0.08,-0.02,2018-05-02 00:00:00,0.26,0.27,2018-08-01 00:00:00,0.45,0.63,2018-10-31 00:00:00,0.14,0.13
CFG,2017-01-20 00:00:00,0.52,0.55,2017-04-20 06:45:00,0.51,0.61,2017-07-21 07:00:00,0.59,0.63,2017-10-20 06:30:00,0.64,0.68,2018-01-19 06:30:00,0.67,0.71,2018-04-20 00:00:00,0.76,0.78,2018-07-20 00:00:00,0.85,0.88,2018-10-19 00:00:00,0.9,0.91
CHD,2017-02-07 13:30:00,0.42,0.44,2017-05-04 12:30:00,0.46,0.52,2017-08-03 12:30:00,0.39,0.41,2017-11-02 12:30:00,0.47,0.49,2018-02-05 13:30:00,0.5,0.52,2018-05-03 00:00:00,0.61,0.63,2018-08-02 00:00:00,0.47,0.49,2018-11-01 00:00:00,0.54,0.58
CHRW,2017-01-31 00:00:00,0.84,0.86,2017-04-25 20:00:00,0.81,0.86,2017-07-19 20:00:00,0.9,0.78,2017-10-31 20:00:00,0.82,0.85,2018-01-30 21:00:00,0.84,0.86,2018-05-01 00:00:00,1,1.01,2018-07-31 00:00:00,1.06,1.13,2018-10-30 00:00:00,1.17,1.25
CHTR,2017-02-16 13:30:00,,,2017-05-02 12:30:00,,,2017-07-27 12:30:00,0.87,0.52,2017-10-26 07:30:00,1.02,0.19,2018-02-02 08:00:00,0.87,1.14,2018-04-27 00:00:00,0.52,0.7,2018-07-31 00:00:00,1,1.15,2018-10-26 00:00:00,1.04,2.11
CI,2017-02-02 13:30:00,1.74,1.87,2017-05-05 12:30:00,2.45,2.77,2017-08-04 12:30:00,2.48,2.91,2017-11-02 12:30:00,2.36,2.83,2018-02-01 13:30:00,1.89,1.94,2018-05-03 00:00:00,3.39,4.11,2018-08-02 00:00:00,3.33,3.89,2018-11-01 00:00:00,3.44,3.84
CINF,2017-02-08 21:00:00,0.66,0.75,2017-04-26 20:00:00,0.51,0.59,2017-08-02 20:00:00,0.51,0.64,2017-10-26 20:00:00,0.52,0.58,2018-02-07 21:00:00,0.86,0.93,2018-04-25 00:00:00,0.8,0.72,2018-07-26 00:00:00,0.59,0.81,2018-10-25 00:00:00,0.76,0.84
CL,2017-01-27 00:00:00,0.75,0.75,2017-04-28 12:30:00,0.66,0.67,2017-07-21 12:30:00,0.72,0.72,2017-10-27 12:30:00,0.73,0.73,2018-01-26 13:30:00,0.75,0.75,2018-04-27 00:00:00,0.73,0.74,2018-07-27 00:00:00,0.77,0.77,2018-10-26 00:00:00,0.72,0.72
CLX,2017-02-03 13:30:00,1.22,1.14,2017-05-03 12:30:00,1.3,1.31,2017-08-03 12:30:00,1.49,1.52,2017-11-01 12:30:00,1.42,1.46,2018-02-02 13:30:00,1.23,1.77,2018-05-02 00:00:00,1.31,1.37,2018-08-02 00:00:00,1.57,1.58,2018-10-31 00:00:00,1.58,1.62
CMA,2017-01-17 00:00:00,0.87,0.92,2017-04-18 12:30:00,0.93,1.11,2017-07-18 12:30:00,1.06,1.13,2017-10-17 12:30:00,1.2,1.26,2018-01-16 13:30:00,1.21,1.26,2018-04-17 00:00:00,1.53,1.59,2018-07-17 00:00:00,1.64,1.87,2018-10-16 00:00:00,1.76,1.86
CMCSA,2017-01-26 00:00:00,0.43,0.45,2017-04-27 12:30:00,0.45,0.53,2017-07-27 12:30:00,0.48,0.52,2017-10-26 00:00:00,0.5,0.52,2018-01-24 13:30:00,0.47,0.49,2018-04-25 00:00:00,0.59,0.62,2018-07-26 00:00:00,0.6,0.65,2018-10-25 00:00:00,0.61,0.65
CME,2017-02-02 13:30:00,1.11,1.14,2017-04-27 12:30:00,1.2,1.22,2017-08-01 12:30:00,1.21,1.23,2017-10-26 12:30:00,1.16,1.19,2018-02-01 13:30:00,1.09,1.12,2018-04-26 00:00:00,1.83,1.86,2018-07-26 00:00:00,1.72,1.74,2018-10-25 00:00:00,1.43,1.45
CMG,2017-02-02 21:00:00,0.57,0.55,2017-04-25 20:00:00,1.27,1.6,2017-07-25 20:00:00,2.18,2.32,2017-10-24 20:00:00,1.63,1.33,2018-02-06 21:00:00,1.32,1.34,2018-04-25 00:00:00,1.57,2.13,2018-07-26 00:00:00,2.81,2.87,2018-10-25 00:00:00,2,2.16
CMI,2017-02-09 00:00:00,1.99,2.25,2017-05-02 00:00:00,1.81,2.36,2017-08-01 00:00:00,2.58,2.53,2017-10-31 00:00:00,2.46,2.71,2018-02-06 00:00:00,2.67,3.03,2018-05-01 00:00:00,2.93,2.43,2018-07-31 00:00:00,3.63,3.29,2018-10-30 00:00:00,3.76,4.05
CMS,2017-02-02 13:30:00,0.29,0.29,2017-05-01 12:30:00,0.68,0.71,2017-07-28 12:30:00,0.39,0.33,2017-10-26 12:30:00,0.56,0.62,2018-02-14 13:30:00,0.51,0.51,2018-04-26 00:00:00,0.82,0.86,2018-07-26 00:00:00,0.41,0.48,2018-10-25 00:00:00,0.58,0.59
CNC,2017-02-07 13:30:00,1.11,1.19,2017-04-25 06:00:00,1.05,1.12,2017-07-25 00:00:00,0.66,0.8,2017-10-24 12:30:00,1.24,1.35,2018-02-06 13:30:00,0.93,0.97,2018-04-24 00:00:00,0.96,1.09,2018-07-24 00:00:00,0.88,0.9,2018-10-23 00:00:00,0.88,0.9
CNP,2017-02-28 13:30:00,0.28,0.26,2017-05-05 12:30:00,0.34,0.37,2017-08-03 12:30:00,0.22,0.29,2017-11-03 12:30:00,0.39,0.38,2018-02-22 13:30:00,0.3,0.33,2018-05-04 00:00:00,0.44,0.55,2018-08-03 00:00:00,0.32,0.3,2018-11-08 00:00:00,0.42,0.39
COF,2017-01-24 00:00:00,1.61,1.45,2017-04-25 20:00:00,1.92,1.54,2017-07-20 20:00:00,1.9,1.94,2017-10-24 16:05:00,2.15,2.14,2018-01-23 16:05:00,1.88,1.59,2018-04-24 00:00:00,2.32,2.62,2018-07-19 00:00:00,2.63,3.71,2018-10-23 00:00:00,2.88,2.99
COG,2017-04-28 12:30:00,0.16,0.19,2017-07-27 00:00:00,0.15,0.14,2017-07-28 12:30:00,0.15,0.14,2017-10-27 12:30:00,0.07,0.07,2018-02-23 13:30:00,0.11,0.13,2018-04-27 00:00:00,0.27,0.28,2018-07-27 00:00:00,0.19,0.13,2018-10-26 00:00:00,0.28,0.25
COO,2017-03-02 16:15:00,1.87,1.93,2017-06-01 16:15:00,2.25,2.5,2017-08-31 16:15:00,2.58,2.64,2017-12-07 16:15:00,2.64,2.65,2018-03-08 16:15:00,2.51,2.79,2018-06-07 00:00:00,2.84,2.86,2018-08-30 00:00:00,3.07,3,2018-12-06 00:00:00,2.96,2.87
COP,2017-02-02 13:30:00,-0.42,-0.26,2017-05-02 12:30:00,0.01,-0.14,2017-07-27 12:30:00,-0.02,0.14,2017-10-26 12:30:00,0.08,0.16,2018-02-01 13:30:00,0.45,0.45,2018-04-26 00:00:00,0.73,0.96,2018-07-26 00:00:00,1.08,1.09,2018-10-25 00:00:00,1.18,1.36
COST,2017-03-02 16:15:00,1.36,1.17,2017-05-25 16:15:00,1.36,1.17,2017-10-05 16:15:00,2.02,2.08,2017-12-14 16:15:00,1.34,1.45,2018-03-07 16:15:00,1.47,1.59,2018-05-31 00:00:00,1.69,1.7,2018-10-04 00:00:00,2.36,2.36,2018-12-13 00:00:00,1.62,1.61
COTY,2017-02-09 13:30:00,0.33,0.3,2017-05-10 12:30:00,0.13,0.15,2017-08-22 12:30:00,0.09,0,2017-11-09 13:30:00,0.07,0.1,2018-02-08 13:30:00,0.23,0.32,2018-05-09 00:00:00,0.12,0.13,2018-08-21 00:00:00,0.14,0.14,2018-11-07 00:00:00,0.08,0.11
CPB,2017-02-17 13:30:00,0.88,0.91,2017-05-19 12:30:00,0.64,0.59,2017-08-31 12:30:00,0.55,0.52,2017-11-21 13:30:00,0.97,0.92,2018-02-16 13:30:00,0.81,1,2018-05-18 00:00:00,0.6,0.7,2018-08-30 00:00:00,0.24,0.25,2018-11-20 00:00:00,0.7,0.79
CPRI,2017-02-07 00:00:00,1.63,1.64,2017-05-31 00:00:00,0.7,0.73,2017-08-08 00:00:00,0.62,0.8,2017-11-06 00:00:00,0.83,1.33,2018-02-07 00:00:00,1.29,1.77,2018-05-30 00:00:00,0.6,0.63,2018-08-08 00:00:00,0.95,1.32,2018-11-07 00:00:00,1.1,1.27
CPRT,2017-02-21 21:00:00,0.29,0.29,2017-05-24 00:00:00,0.36,0.37,2017-09-19 20:00:00,0.29,0.35,2017-11-21 21:00:00,0.27,0.33,2018-02-26 13:30:00,0.4,0.47,2018-05-23 00:00:00,0.5,0.52,2018-09-19 00:00:00,0.48,0.42,2018-11-20 00:00:00,0.47,0.47
CRM,2017-02-28 21:00:00,0.25,0.28,2017-05-18 00:00:00,0.26,0.28,2017-08-22 00:00:00,0.32,0.33,2017-11-21 21:00:00,0.37,0.39,2018-02-28 21:00:00,0.34,0.35,2018-05-29 00:00:00,0.46,0.74,2018-08-29 00:00:00,0.47,0.71,2018-11-27 00:00:00,0.5,0.61
CSCO,2017-02-15 21:00:00,0.56,0.57,2017-05-17 00:00:00,0.58,0.6,2017-08-16 00:00:00,0.61,0.61,2017-11-15 00:00:00,0.6,0.61,2018-02-14 21:00:00,0.59,0.63,2018-05-16 00:00:00,0.65,0.66,2018-08-15 00:00:00,0.69,0.7,2018-11-14 00:00:00,0.72,0.75
CSX,2017-04-19 20:00:00,0.43,0.51,2017-07-18 20:00:00,0.59,0.64,2017-10-16 20:00:00,0.51,0.51,2017-10-17 00:00:00,0.51,0.51,2018-01-16 21:00:00,0.56,0.64,2018-04-17 00:00:00,0.66,0.78,2018-07-17 00:00:00,0.87,1.01,2018-10-16 00:00:00,0.95,1.05
CTAS,2017-03-22 20:00:00,1.07,1.08,2017-07-20 20:00:00,1.1,0.75,2017-09-26 20:00:00,1.3,1.48,2017-12-21 21:00:00,1.27,1.31,2018-03-22 20:00:00,1.27,1.37,2018-07-19 00:00:00,1.67,1.77,2018-09-25 00:00:00,1.81,1.93,2018-12-20 00:00:00,1.7,1.76
CTL,2017-02-08 21:00:00,0.57,0.54,2017-05-03 20:00:00,0.54,0.52,2017-08-02 20:00:00,0.49,0.46,2017-11-08 21:00:00,0.45,0.42,2018-02-14 21:00:00,0.3,0.18,2018-05-09 00:00:00,0.19,0.25,2018-08-08 00:00:00,0.25,0.26,2018-11-08 00:00:00,0.3,0.3
CTSH,2017-02-08 13:30:00,0.86,0.87,2017-05-05 12:30:00,0.83,0.84,2017-08-03 12:30:00,0.91,0.93,2017-11-01 12:30:00,0.96,0.98,2018-02-07 13:30:00,0.97,1.03,2018-05-07 00:00:00,1.06,1.06,2018-08-02 00:00:00,1.1,1.19,2018-10-30 00:00:00,1.13,1.19
CTXS,2017-01-25 00:00:00,1.5,1.61,2017-04-26 20:00:00,0.95,0.97,2017-08-02 20:00:00,0.99,1.03,2017-10-25 20:00:00,1.04,1.22,2018-01-31 21:00:00,1.61,1.66,2018-04-25 00:00:00,1.05,1.29,2018-07-25 00:00:00,1.2,1.28,2018-10-24 00:00:00,1.25,1.4
CVS,2017-02-09 13:30:00,1.67,1.71,2017-05-02 12:30:00,1.1,1.17,2017-08-08 12:30:00,1.31,1.33,2017-11-06 13:30:00,1.49,1.5,2018-02-08 13:30:00,1.89,1.92,2018-05-02 00:00:00,1.41,1.48,2018-08-08 00:00:00,1.61,1.69,2018-11-06 00:00:00,1.71,1.73
CVX,2017-01-27 00:00:00,0.64,0.21,2017-04-28 12:30:00,0.86,1.23,2017-07-28 12:30:00,0.86,0.91,2017-10-27 12:30:00,0.98,0.85,2018-02-02 13:30:00,1.22,0.72,2018-04-27 00:00:00,1.48,1.9,2018-07-27 00:00:00,2.09,1.78,2018-11-02 00:00:00,2.06,2.11
CXO,2017-05-03 20:00:00,0.29,0.49,2017-08-02 20:00:00,0.44,0.52,2017-10-31 20:00:00,0.27,0.45,2017-11-06 21:00:00,0.28,,2018-02-20 21:00:00,0.45,0.66,2018-05-01 00:00:00,0.79,1,2018-08-01 00:00:00,0.95,1.24,2018-10-30 00:00:00,1.05,1.42
D,2017-02-01 13:30:00,1,0.99,2017-05-04 12:30:00,0.96,0.97,2017-08-02 12:30:00,0.67,0.67,2017-10-30 00:00:00,1.02,1.04,2018-01-29 13:30:00,0.89,0.91,2018-04-27 00:00:00,1.05,1.14,2018-08-01 00:00:00,0.79,0.86,2018-11-01 00:00:00,1.13,1.15
DAL,2017-01-12 00:00:00,0.82,0.82,2017-04-12 12:30:00,,,2017-07-13 12:30:00,,,2017-10-11 12:30:00,1.53,1.57,2018-01-11 13:30:00,0.88,0.96,2018-04-12 00:00:00,0.73,0.74,2018-07-12 00:00:00,1.72,1.77,2018-10-11 00:00:00,1.74,1.8
DE,2017-02-17 14:30:00,0.55,0.61,2017-05-19 13:30:00,1.68,2.49,2017-08-18 13:30:00,1.95,1.97,2017-11-22 14:30:00,1.47,1.57,2018-02-16 14:30:00,1.2,1.31,2018-05-18 00:00:00,3.31,3.14,2018-08-17 00:00:00,2.75,2.59,2018-11-21 00:00:00,2.45,2.3
DFS,2017-01-24 00:00:00,1.38,1.4,2017-04-25 20:00:00,1.44,1.43,2017-07-26 20:00:00,1.45,1.4,2017-10-24 20:00:00,1.54,1.59,2018-01-24 21:00:00,1.54,1.51,2018-04-26 00:00:00,1.77,1.82,2018-07-26 00:00:00,1.88,1.91,2018-10-25 00:00:00,2.05,2.05
DG,2017-03-16 12:30:00,1.41,1.49,2017-06-01 00:00:00,1,1.03,2017-08-31 12:30:00,1.09,1.1,2017-12-07 13:30:00,0.94,0.93,2018-03-15 12:30:00,1.48,1.48,2018-05-31 00:00:00,1.4,1.36,2018-08-30 00:00:00,1.49,1.52,2018-12-04 00:00:00,1.26,1.26
DGX,2017-01-26 00:00:00,1.27,1.31,2017-04-20 12:30:00,1.18,1.33,2017-07-25 12:30:00,1.42,1.55,2017-10-19 12:30:00,1.35,1.39,2018-02-01 13:30:00,1.38,1.4,2018-04-19 00:00:00,1.49,1.52,2018-07-24 00:00:00,1.76,1.75,2018-10-23 00:00:00,1.68,1.68
DHI,2017-01-24 00:00:00,0.48,0.55,2017-04-20 00:00:00,0.59,0.6,2017-07-26 12:30:00,0.75,0.76,2017-11-09 13:30:00,0.81,0.82,2018-01-31 13:30:00,0.49,0.49,2018-04-26 12:30:00,0.85,0.91,2018-07-26 12:30:00,1.08,1.18,2018-11-08 06:30:00,1.22,1.22
DHR,2017-01-31 00:00:00,1.03,1.05,2017-04-20 06:00:00,0.84,0.85,2017-07-20 06:00:00,0.97,0.99,2017-10-19 06:00:00,0.95,1,2018-01-30 06:00:00,1.16,1.19,2018-04-19 00:00:00,0.94,0.99,2018-07-19 00:00:00,1.09,1.15,2018-10-18 00:00:00,1.08,1.1
DIS,2017-02-07 21:00:00,1.49,1.55,2017-05-09 00:00:00,1.41,1.5,2017-08-08 20:00:00,1.55,1.58,2017-11-09 00:00:00,1.13,1.07,2018-02-06 21:00:00,1.61,1.89,2018-05-08 00:00:00,1.7,1.84,2018-08-07 00:00:00,1.95,1.87,2018-11-08 00:00:00,1.34,1.48
DISCA,2017-02-14 07:00:00,0.47,0.52,2017-05-09 07:00:00,0.45,0.41,2017-07-31 12:30:00,0.72,0.68,2017-11-02 12:30:00,0.54,0.43,2018-02-27 07:00:00,0.41,0.37,2018-05-08 00:00:00,0.42,0.16,2018-08-07 00:00:00,0.86,0.66,2018-11-08 00:00:00,0.59,0.52
DISCK,2017-02-14 00:00:00,0.47,0.52,2017-05-09 00:00:00,0.45,0.41,2017-07-31 00:00:00,0.72,0.68,2017-11-02 00:00:00,0.54,0.43,2018-02-27 00:00:00,0.41,0.37,2018-05-08 00:00:00,0.42,0.16,2018-08-07 00:00:00,0.86,0.66,2018-11-08 00:00:00,0.59,0.52
DISH,2017-02-22 13:30:00,0.66,0.7,2017-05-01 12:30:00,0.69,0.76,2017-08-03 12:30:00,0.75,0.09,2017-11-09 13:30:00,0.59,0.57,2018-02-21 13:30:00,0.55,0.57,2018-05-08 00:00:00,0.7,0.7,2018-08-03 00:00:00,0.7,0.83,2018-11-07 00:00:00,0.67,0.82
DLR,2017-02-16 21:00:00,0.31,0.49,2017-04-27 00:00:00,0.38,0.41,2017-07-27 20:00:00,0.39,0.36,2017-10-25 20:00:00,0.38,-0.02,2018-02-15 21:00:00,0.42,0.26,2018-04-26 00:00:00,0.35,0.42,2018-07-26 00:00:00,0.28,0.32,2018-10-25 00:00:00,0.27,0.33
DLTR,2017-03-01 13:30:00,1.32,1.36,2017-05-25 12:30:00,0.98,0.98,2017-08-24 00:00:00,0.87,0.99,2017-11-21 13:30:00,0.9,1.01,2018-03-07 13:30:00,1.9,1.89,2018-05-31 00:00:00,1.23,1.19,2018-08-30 00:00:00,1.16,1.15,2018-11-29 00:00:00,1.14,1.18
DOV,2017-01-26 00:00:00,0.95,1.03,2017-04-20 07:00:00,0.61,1.09,2017-07-20 07:00:00,1.01,1.04,2017-10-19 07:00:00,1.12,1.14,2018-01-30 07:00:00,1.04,1.84,2018-04-27 00:00:00,1.12,1.16,2018-07-19 00:00:00,1.21,1.3,2018-10-18 00:00:00,1.29,1.36
DRE,2017-01-25 00:00:00,0.07,0.13,2017-04-26 20:00:00,0.06,0.2,2017-07-26 20:00:00,0.08,3.38,2017-10-25 20:00:00,0.09,0.46,2018-01-31 21:00:00,0.1,0.52,2018-04-25 00:00:00,0.07,0.2,2018-07-25 00:00:00,0.11,0.54,2018-10-24 00:00:00,0.12,0.15
DRI,2017-03-28 12:30:00,1.27,1.32,2017-06-27 12:30:00,1.15,1.18,2017-09-26 12:30:00,0.99,0.99,2017-12-19 13:30:00,0.7,0.73,2018-03-22 12:30:00,1.64,1.71,2018-06-21 00:00:00,1.35,1.39,2018-09-20 00:00:00,1.24,1.34,2018-12-18 00:00:00,0.91,0.92
DTE,2017-04-26 12:30:00,1.56,1.79,2017-07-26 12:30:00,1,1.07,2017-10-25 12:30:00,1.56,1.48,2018-02-16 13:30:00,1.19,1.26,2018-04-25 00:00:00,1.89,1.91,2018-07-25 00:00:00,1.13,1.36,2018-07-26 12:30:00,,,2018-10-24 00:00:00,1.77,2.13
DUK,2017-02-16 07:00:00,0.81,0.81,2017-05-09 07:00:00,1.03,1.04,2017-08-03 07:00:00,1.01,1.01,2017-11-03 07:00:00,1.55,1.59,2018-02-20 07:00:00,0.92,0.94,2018-05-10 00:00:00,1.14,1.28,2018-08-02 00:00:00,1.02,0.93,2018-11-02 00:00:00,1.52,1.65
DVA,2017-02-16 21:00:00,0.91,0.98,2017-05-02 20:00:00,0.82,0.79,2017-08-01 20:00:00,0.9,0.92,2017-11-07 21:00:00,0.94,0.81,2018-02-13 21:00:00,0.94,0.92,2018-05-03 00:00:00,0.93,1.05,2018-08-01 00:00:00,0.97,1.05,2018-11-07 00:00:00,0.87,0.56
DVN,2017-02-14 21:00:00,0.21,0.25,2017-05-02 20:00:00,0.4,0.41,2017-08-01 20:00:00,0.32,0.34,2017-10-31 20:00:00,0.38,0.46,2018-02-20 21:00:00,0.63,0.38,2018-05-01 00:00:00,0.2,0.2,2018-07-31 00:00:00,0.36,0.34,2018-11-06 00:00:00,0.42,0.65
DXC,2017-02-02 00:00:00,0.7,0.81,2017-05-25 00:00:00,0.83,1.15,2017-08-08 00:00:00,1.25,1.59,2017-11-07 00:00:00,1.53,1.93,2018-02-08 21:00:00,1.98,2.15,2018-05-24 00:00:00,2.22,2.28,2018-08-07 00:00:00,1.75,1.93,2018-11-06 00:00:00,1.94,2.02
EA,2017-01-31 00:00:00,2.3,2.48,2017-05-09 20:00:00,0.75,0.85,2017-07-27 20:00:00,0.27,0.31,2017-10-31 20:00:00,0.54,0.62,2018-01-30 21:00:00,2.19,2.18,2018-05-08 00:00:00,1.17,1.31,2018-07-26 00:00:00,0.06,0.15,2018-10-30 00:00:00,0.58,0.88
EBAY,2017-01-25 00:00:00,0.54,0.54,2017-04-19 20:00:00,0.48,0.49,2017-07-20 20:00:00,0.45,0.45,2017-10-18 20:00:00,0.48,0.48,2018-01-31 21:00:00,0.59,0.59,2018-04-25 00:00:00,0.53,0.53,2018-07-18 00:00:00,0.51,0.53,2018-10-30 00:00:00,0.54,0.56
ECL,2017-05-02 12:30:00,0.81,0.8,2017-08-01 12:30:00,1.13,1.13,2017-10-31 12:30:00,1.36,1.37,2018-01-23 13:30:00,1.39,1.39,2018-02-20 13:30:00,1.39,1.39,2018-05-01 00:00:00,0.89,0.91,2018-07-31 00:00:00,1.27,1.27,2018-10-30 00:00:00,1.54,1.53
ED,2017-02-16 21:00:00,0.66,0.68,2017-05-04 20:00:00,1.19,1.27,2017-08-03 20:00:00,0.62,0.58,2017-11-02 20:00:00,1.51,1.47,2018-02-15 21:00:00,0.77,0.8,2018-05-03 00:00:00,1.29,1.38,2018-08-02 00:00:00,0.56,0.61,2018-11-01 00:00:00,1.46,1.57
EFX,2017-02-08 21:00:00,1.37,1.42,2017-04-26 20:00:00,1.41,1.44,2017-07-26 20:00:00,1.57,1.6,2017-11-09 21:00:00,1.49,1.53,2018-03-01 21:00:00,1.35,1.39,2018-04-25 00:00:00,1.37,1.43,2018-07-25 00:00:00,1.54,1.56,2018-10-24 00:00:00,1.42,1.41
EIX,2017-02-21 21:00:00,0.95,1.02,2017-05-01 20:00:00,0.9,1.1,2017-07-27 20:00:00,0.92,0.85,2017-10-30 20:00:00,1.33,1.43,2018-02-22 10:59:00,0.92,1.1,2018-05-01 00:00:00,0.91,0.8,2018-07-26 00:00:00,0.83,0.84,2018-10-30 00:00:00,1.29,1.56
EL,2017-02-02 13:30:00,1.17,1.22,2017-05-03 12:30:00,0.73,0.91,2017-08-18 12:30:00,0.43,0.51,2017-11-01 00:00:00,0.97,1.21,2018-02-02 00:00:00,1.44,1.52,2018-05-02 00:00:00,1.07,1.17,2018-08-20 00:00:00,0.56,0.61,2018-10-31 00:00:00,1.22,1.41
EMN,2017-01-26 00:00:00,1.49,1.51,2017-04-27 20:00:00,1.75,1.83,2017-07-27 20:00:00,1.91,1.98,2017-10-26 20:00:00,2.03,2.19,2018-02-01 21:00:00,1.06,1.62,2018-04-26 00:00:00,2.09,2.23,2018-07-26 00:00:00,2.21,2.22,2018-10-25 00:00:00,2.29,2.34
EMR,2017-02-07 13:30:00,0.42,0.56,2017-05-02 12:30:00,0.58,0.58,2017-08-01 12:30:00,0.69,0.68,2017-11-07 13:30:00,0.79,0.83,2018-02-06 13:30:00,0.55,0.61,2018-05-01 00:00:00,0.72,0.76,2018-08-07 00:00:00,0.86,1.12,2018-11-06 00:00:00,0.89,0.89
EOG,2017-02-27 21:00:00,-0.14,-0.01,2017-05-08 20:00:00,0.15,0.15,2017-08-01 20:00:00,0.11,0.08,2017-11-02 20:00:00,0.1,0.19,2018-02-27 21:00:00,0.53,0.69,2018-05-03 00:00:00,1,1.19,2018-08-02 00:00:00,1.23,1.37,2018-11-01 00:00:00,1.52,1.75
EQIX,2017-02-15 21:00:00,0.74,0.86,2017-04-26 20:00:00,0.84,0.57,2017-08-02 20:00:00,1.07,0.58,2017-11-01 20:00:00,1.17,1.02,2018-02-14 21:00:00,1.18,0.82,2018-05-02 00:00:00,1.03,0.79,2018-08-08 00:00:00,0.93,0.85,2018-11-01 00:00:00,0.98,1.55
EQR,2017-01-31 00:00:00,0.4,0.75,2017-04-25 20:00:00,0.29,0.39,2017-07-25 20:00:00,0.33,0.53,2017-10-24 20:00:00,0.34,0.37,2018-01-30 21:00:00,0.36,0.34,2018-04-24 00:00:00,0.28,0.57,2018-07-24 00:00:00,0.31,0.31,2018-10-23 00:00:00,0.35,0.58
ES,2017-05-03 00:00:00,0.82,0.82,2017-07-27 00:00:00,0.67,0.72,2017-11-01 00:00:00,0.83,0.82,2018-02-22 00:00:00,0.75,0.75,2018-02-23 13:30:00,0.75,0.75,2018-05-02 00:00:00,0.85,0.85,2018-07-31 00:00:00,0.75,0.76,2018-11-01 00:00:00,0.9,0.91
ESS,2017-02-02 21:00:00,1,2.98,2017-04-27 20:00:00,0.98,2.72,2017-07-27 20:00:00,1.02,1.08,2017-11-01 20:00:00,1.01,1.21,2018-02-07 21:00:00,1.08,1.57,2018-05-02 00:00:00,1.1,1.38,2018-08-01 00:00:00,1.15,1.52,2018-10-29 00:00:00,1.11,1.22
